80 81 6480
0 -1 0.1192816003235286 -0.1284397337832137
0 -0.9983045335532205 0.1156329090303515 -0.1317141217281251
0 -0.9932285873273258 0.1041840600757872 -0.1408880645875926
0 -0.9848034562187221 0.08362416913796794 -0.1538978546331816
0 -0.9730810839623346 0.052457174042464 -0.167001186597044
0 -0.9581337428812079 0.01009744627400294 -0.1746221683461781
0 -0.9400535883036024 -0.04162730959348392 -0.1697239422983229
0 -0.9189520903947509 -0.09692574539516174 -0.1451880311835163
0 -0.8949593469062213 -0.1452358495996712 -0.09647416854511948
0 -0.868223281080017 -0.1722907246922984 -0.02520290821156148
0 -0.8389087296526012 -0.1640101063008698 0.05771625356221292
0 -0.807196426581601 -0.113054651760446 0.1317332072283906
0 -0.7732818887608602 -0.02585040726888425 0.1713630160969218
0 -0.737374210593772 0.0741041219580328 0.1563182910188562
0 -0.6996947748567508 0.1509945119435099 0.08376350005507446
0 -0.6604758878007994 0.1706396365922574 -0.02414411531956732
0 -0.6199593469062212 0.1187153039462598 -0.1244579083578689
0 -0.578394950120748 0.01304056601577511 -0.1711526141431396
0 -0.5360389557721269 -0.09991305539402885 -0.1391385456169689
0 -0.4931525026503147 -0.1660212362082932 -0.04071197009683295
0 -0.45 -0.1519735627211866 0.07748007295370618
0 -0.4068474973496853 -0.06430437467464654 0.1576187717473345
0 -0.363961044227873 0.0534731386234251 0.161247243478499
0 -0.321605049879252 0.1443803766459082 0.08887118140742802
0 -0.2800406530937789 0.1676888535766063 -0.02260599180982493
0 -0.2395241121992006 0.117360184599139 -0.1214400007684856
0 -0.2003052251432492 0.0203878363906065 -0.1673326709434438
0 -0.1626257894062281 -0.08073794852243497 -0.1476378095952284
0 -0.1267181112391398 -0.1491672799208787 -0.07726374102084348
0 -0.09280357341839893 -0.1671655918531861 0.01367856925532564
0 -0.06109127034739883 -0.1377623845312868 0.09523723558960064
0 -0.03177671891998299 -0.07756656873756115 0.148175211973446
0 -0.005040653093778907 -0.006867957512899226 0.1669018043670578
0 0.01895209039475076 0.05795742451795025 0.1564691987311815
0 0.04005358830360235 0.1077580274147611 0.1271842478236064
0 0.05813374288120771 0.140262567660281 0.08982145678524529
0 0.07308108396233445 0.1578384084923202 0.05282504930936411
0 0.08480345621872211 0.1649601552397031 0.02149050038008812
0 0.09322858732732578 0.1662825072093266 -0.001573588025916378
0 0.09830453355322039 0.1655295890338008 -0.01547445825306781
0 0.1 0.165019191655 -0.02009682458615775
0 0.1013871998200924 0.164548416428829 -0.02387224162798898
0 0.105540246732188 0.1631351237289451 -0.03517167648401293
0 0.1124335358210456 0.1607765766640517 -0.05391397542159868
0 0.1220245676671809 0.1574687554058186 -0.07996161438254125
0 0.134254210369921 0.1532071499720815 -0.1131175790525274
0 0.1490470641152345 0.1479878302299472 -0.1531215431644093
0 0.1663119260406585 0.1418087523037689 -0.1996458507826127
0 0.1859423525312737 0.134671248121028 -0.2522918958135107
0 0.2078173154799861 0.1265816326168547 -0.3105875385449159
0 0.2318019484660536 0.11755285195764 -0.3739861982787672
0 0.2577483782514175 0.107606087095286 -0.441868209160595
0 0.2854966364683872 0.0967722212225004 -0.5135449224700558
0 0.314875645877823 0.08509307845026193 -0.5882658862435205
0 0.345704275117204 0.07262234526990896 -0.6652292398898572
0 0.3777924554357097 0.05942609673356725 -0.7435952395753882
0 0.4109423525312736 0.0455828659171833 -0.8225025955799266
0 0.4449495862648426 0.03118321763704668 -0.9010870742546289
0 0.4796044907318963 0.01632881444325374 -0.9785016143843064
0 0.5146934069224699 0.001130992882361515 -1.053937049450273
